cv_id,tier,template,domain,model,model_name,extraction,pydantic_valid,error,time_s,extraction_time_s,total_pipeline_time_s,extracted_chars,full_name,email,location,seniority_level,primary_domain,years_of_experience,has_github,has_linkedin,skills_exact_f1,skills_partial_f1,skills_combined_f1,skills_mrr,experience_companies_f1,experience_titles_f1,education_institutions_f1,education_degrees_f1
2912,T2,T2_sidebar_icons,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.46,0.01,7.47,1875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.93,0.93,0.93,1.0,0.0,0.0,0.0,0.0
2726,T2,T2_sidebar_icons,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.35,0.01,1.36,2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3044,T2,T2_sidebar_icons,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.25,0.01,1.26,1689,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3938,T2,T2_sidebar_icons,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.51,0.01,1.52,2425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3254,T2,T2_sidebar_icons,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.28,0.01,1.29,1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3122,T2,T2_sidebar_icons,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.89,0.01,6.9,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962,0.962,0.962,1.0,0.0,0.0,0.0,0.0
3956,T2,T2_sidebar_icons,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,0.0,"PydanticError: 1 validation error for CVSchema
  Invalid JSON: EOF while parsing a value at line 1 column 12592 [type=json_invalid, input_value='{""full_name"": ""Scott Vaz...ob_title"": ""Developer"",",39.88,0.01,39.89,2136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2534,T2,T2_sidebar_icons,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.83,0.01,3.84,1746,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0
2792,T2,T2_sidebar_icons,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.86,0.01,5.87,2131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877,0.877,0.877,1.0,0.0,0.0,0.0,0.0
3740,T2,T2_sidebar_icons,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.37,0.01,6.38,1865,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.952,0.952,0.952,1.0,0.0,0.0,0.0,0.0
3116,T2,T2_sidebar_icons,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.74,0.01,7.75,2270,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.84,0.84,1.0,0.0,0.0,0.0,0.0
3872,T2,T2_sidebar_icons,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.2,0.01,1.21,2328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4094,T2,T2_sidebar_icons,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.56,0.01,2.57,1523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4616,T2,T2_sidebar_icons,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.06,0.01,5.07,1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.919,0.919,0.919,0.5,0.0,0.0,0.0,0.0
4598,T2,T2_sidebar_icons,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.65,0.01,2.66,1142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.889,0.889,0.889,0.25,0.0,0.0,0.0,0.0
3842,T2,T2_sidebar_icons,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.29,0.01,1.3,2854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3854,T2,T2_sidebar_icons,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.23,0.01,1.24,1522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4958,T2,T2_sidebar_icons,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.28,0.01,1.29,2606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4316,T2,T2_sidebar_icons,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.27,0.01,2.28,1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3476,T2,T2_sidebar_icons,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.03,0.01,2.04,1242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4154,T2,T2_sidebar_icons,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.24,0.01,1.25,1790,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3986,T2,T2_sidebar_icons,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.23,0.01,1.24,1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3086,T2,T2_sidebar_icons,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.39,0.01,3.4,2033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4376,T2,T2_sidebar_icons,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.32,0.01,1.33,1406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2552,T2,T2_sidebar_icons,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.39,0.01,2.4,1615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4715,T2,T2_sidebar_left,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.39,0.01,7.4,1859,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.894,0.894,0.894,1.0,0.0,0.0,0.0,0.0
2561,T2,T2_sidebar_left,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.13,0.01,3.14,2287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.0,0.0,0.0,0.0
3305,T2,T2_sidebar_left,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.33,0.01,2.34,1149,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3179,T2,T2_sidebar_left,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.33,0.01,1.34,2158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2933,T2,T2_sidebar_left,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.28,0.01,1.29,2133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4541,T2,T2_sidebar_left,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.51,0.01,2.52,2520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2825,T2,T2_sidebar_left,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.82,0.01,2.83,1678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3077,T2,T2_sidebar_left,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.29,0.01,1.3,2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4925,T2,T2_sidebar_left,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.24,0.01,3.25,1842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.5,0.5,0.0
3437,T2,T2_sidebar_left,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.26,0.01,1.27,1423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4427,T2,T2_sidebar_left,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.12,0.01,7.13,2238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4895,T2,T2_sidebar_left,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.78,0.01,5.79,2357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.889,0.889,0.889,1.0,0.0,0.0,0.0,0.0
4073,T2,T2_sidebar_left,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.25,0.01,1.26,1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4103,T2,T2_sidebar_left,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.28,0.01,1.29,1597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4973,T2,T2_sidebar_left,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.29,0.01,1.3,1841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3377,T2,T2_sidebar_left,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.26,0.01,1.27,2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3935,T2,T2_sidebar_left,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,4.94,0.01,4.95,1482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.919,0.919,1.0,0.0,0.0,0.0,0.0
3449,T2,T2_sidebar_left,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.23,0.01,1.24,1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3407,T2,T2_sidebar_left,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.31,0.01,1.32,1424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4349,T2,T2_sidebar_left,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.37,0.01,1.38,2329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4811,T2,T2_sidebar_left,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.31,0.01,1.32,2075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2915,T2,T2_sidebar_left,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.17,0.01,6.18,1944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.933,0.967,0.95,1.0,0.0,0.0,0.0,0.0
4439,T2,T2_sidebar_left,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.92,0.01,6.93,1559,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.954,0.954,0.954,1.0,0.0,0.0,0.0,0.0
4649,T2,T2_sidebar_left,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.09,0.01,5.1,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889,0.889,0.889,1.0,0.0,0.0,0.0,0.0
4757,T2,T2_sidebar_left,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.25,0.01,6.26,1829,0.0,1.0,0.0,0.0,0.0,0.814,1.0,0.0,0.96,0.96,0.96,1.0,0.0,0.0,0.0,0.0
2525,T2,T2_sidebar_left,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,8.1,0.01,8.11,2333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.958,0.958,0.958,1.0,0.0,0.0,0.0,0.0
4271,T2,T2_sidebar_left,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,11.15,0.01,11.16,2325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933,0.933,0.933,1.0,0.0,0.0,0.0,0.0
2651,T2,T2_sidebar_left,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.81,0.01,6.82,1303,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.939,0.939,0.939,1.0,0.0,0.0,0.0,0.0
3785,T2,T2_sidebar_left,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,9.69,0.01,9.7,1319,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.913,0.913,0.913,1.0,0.0,0.0,0.0,0.0
4493,T2,T2_sidebar_left,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.56,0.01,7.57,1628,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.85,0.85,0.85,1.0,0.0,0.0,0.0,0.0
2927,T2,T2_sidebar_left,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.28,0.01,1.29,1681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4469,T2,T2_sidebar_left,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.23,0.01,1.24,1783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4391,T2,T2_sidebar_left,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.35,0.01,1.36,1746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4583,T2,T2_sidebar_left,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.47,0.01,1.48,1743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3221,T2,T2_sidebar_left,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.28,0.01,1.29,1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3905,T2,T2_sidebar_left,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,9.98,0.01,9.99,1715,0.0,1.0,1.0,0.0,0.0,0.982,0.0,0.0,0.913,0.913,0.913,1.0,0.0,0.0,0.0,0.0
3629,T2,T2_sidebar_left,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,0.0,"PydanticError: 1 validation error for CVSchema
  Invalid JSON: EOF while parsing a string at line 240 column 36 [type=json_invalid, input_value='{""contact_info"": {""email... ""hobby"", ""raw_text"": """,42.99,0.01,43.0,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4751,T2,T2_sidebar_left,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.36,0.01,1.37,2351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3623,T2,T2_sidebar_left,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.81,0.01,1.82,1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,T2,T2_sidebar_left,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.42,0.01,6.43,1724,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.906,0.906,0.906,1.0,0.0,0.0,0.0,0.0
3149,T2,T2_sidebar_left,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.3,0.01,1.31,1773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3519,T2,T2_sidebar_photo,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.87,0.01,6.88,1408,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.556,0.556,0.556,0.5,0.0,0.0,0.0,0.0
2553,T2,T2_sidebar_photo,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.83,0.01,3.84,1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488,0.488,0.488,0.25,0.0,0.0,0.0,0.0
3231,T2,T2_sidebar_photo,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.26,0.01,5.27,1645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636,0.636,0.636,0.333,0.0,0.0,0.0,0.0
3543,T2,T2_sidebar_photo,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.93,0.01,1.94,1010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.562,0.562,0.562,1.0,0.0,0.0,0.0,0.0
3159,T2,T2_sidebar_photo,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.54,0.01,2.55,961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.512,0.488,0.333,0.0,0.0,0.0,0.0
3459,T2,T2_sidebar_photo,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.76,0.01,5.77,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.468,0.468,0.468,1.0,0.0,0.0,0.0,0.0
2907,T2,T2_sidebar_photo,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,8.39,0.01,8.4,1426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.588,0.588,0.588,0.333,0.0,0.0,0.0,0.0
3939,T2,T2_sidebar_photo,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.98,0.01,5.99,2016,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.541,0.541,0.541,0.111,0.0,0.0,0.0,0.0
3327,T2,T2_sidebar_photo,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.53,0.01,5.54,2191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.571,0.571,0.333,0.0,0.0,0.0,0.0
2985,T2,T2_sidebar_photo,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,4.89,0.01,4.9,1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606,0.606,0.606,0.2,0.0,0.0,0.0,0.0
4011,T2,T2_sidebar_photo,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.62,0.01,2.63,1175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.588,0.588,0.588,0.25,0.0,0.0,0.0,0.0
4815,T2,T2_sidebar_photo,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.49,0.01,5.5,2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488,0.488,0.488,1.0,0.0,0.0,0.0,0.0
4629,T2,T2_sidebar_photo,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.17,0.01,6.18,2310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541,0.541,0.541,0.2,0.0,0.0,0.0,0.0
4887,T2,T2_sidebar_photo,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.2,0.01,5.21,1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526,0.526,0.526,0.333,0.0,0.0,0.0,0.0
3045,T2,T2_sidebar_photo,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,8.47,0.01,8.48,1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3567,T2,T2_sidebar_photo,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,4.11,0.01,4.12,1784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4881,T2,T2_sidebar_photo,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.15,0.01,6.16,1277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71,0.71,0.71,0.5,0.0,0.0,0.0,0.0
4185,T2,T2_sidebar_photo,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.81,0.01,3.82,1232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.714,0.714,1.0,0.0,0.0,0.0,0.0
3951,T2,T2_sidebar_photo,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.03,0.01,6.04,1315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.167,0.0,0.0,0.0,0.0
4563,T2,T2_sidebar_photo,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.81,0.01,6.82,1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468,0.468,0.468,0.067,0.0,0.0,0.0,0.0
3969,T2,T2_sidebar_photo,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.21,0.01,5.22,1362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488,0.488,0.488,0.5,0.0,0.0,0.0,0.0
4083,T2,T2_sidebar_photo,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.76,0.01,3.77,1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629,0.629,0.629,0.25,0.0,0.0,0.0,0.0
4737,T2,T2_sidebar_photo,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.9,0.01,5.91,1373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526,0.526,0.526,0.143,0.0,0.0,0.0,0.0
4977,T2,T2_sidebar_photo,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.69,0.01,2.7,1255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.6,0.5,0.0,0.0,0.0,0.0
4761,T2,T2_sidebar_photo,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.19,0.01,1.2,1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505,T2,T2_sidebar_photo,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.24,0.01,3.25,1710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439,0.439,0.439,1.0,0.0,0.0,0.0,0.0
4419,T2,T2_sidebar_photo,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.71,0.01,3.72,1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.722,0.722,0.722,1.0,0.0,0.0,0.0,0.0
2763,T2,T2_sidebar_photo,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.04,0.01,2.05,1326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.545,0.545,1.0,0.0,0.0,0.0,0.0
4149,T2,T2_sidebar_photo,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.87,0.01,2.88,1685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.476,0.476,0.476,1.0,0.0,0.0,0.0,0.0
4335,T2,T2_sidebar_photo,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.11,0.01,3.12,1147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581,0.581,0.581,1.0,0.0,0.0,0.0,0.0
3963,T2,T2_sidebar_photo,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.16,0.01,2.17,934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541,0.541,0.541,0.333,0.0,0.0,0.0,0.0
4413,T2,T2_sidebar_photo,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.52,0.01,1.53,1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
