cv_id,tier,template,domain,model,model_name,extraction,pydantic_valid,error,time_s,extraction_time_s,total_pipeline_time_s,extracted_chars,full_name,email,location,seniority_level,primary_domain,years_of_experience,has_github,has_linkedin,skills_exact_f1,skills_partial_f1,skills_combined_f1,skills_mrr,experience_companies_f1,experience_titles_f1,education_institutions_f1,education_degrees_f1
11,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.04,0.27,120.31,1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.09,0.24,120.33,1137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.1,0.43,120.53,2100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.05,0.34,120.39,1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.04,0.37,120.41,1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.08,0.26,120.34,1767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,T1,T1_executive,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.03,0.39,120.42,1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,T1,T1_executive,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.09,0.29,120.38,1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,T1,T1_executive,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.06,0.22,120.28,890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2249,T1,T1_executive,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.06,0.25,120.31,1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,T1,T1_executive,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.01,0.26,120.27,1404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,T1,T1_executive,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.04,0.26,120.3,1859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,T1,T1_executive,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.1,0.23,120.33,1216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,T1,T1_executive,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.08,0.26,120.34,1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,T1,T1_executive,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.0,0.35,120.35,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,T1,T1_executive,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.02,0.34,120.36,1909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,T1,T1_executive,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.1,0.26,120.36,1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,T1,T1_executive,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.09,0.26,120.35,1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559,T1,T1_executive,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.08,0.25,120.33,1492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,T1,T1_executive,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.03,0.25,120.28,1441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1829,T1,T1_executive,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.01,0.37,120.38,1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,T1,T1_executive,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.07,0.25,120.32,1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,T1,T1_executive,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.05,0.3,120.35,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,T1,T1_executive,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.09,0.34,120.43,1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,T1,T1_executive,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.06,0.33,120.39,1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,T1,T1_executive,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.1,0.34,120.44,1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,T1,T1_executive,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.05,0.35,120.4,2102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,T1,T1_executive,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.09,0.23,120.32,963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,T1,T1_executive,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,161.5,0.38,161.88,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,T1,T1_executive,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.02,0.29,120.31,1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
